repeat,fold,model,n_masked,auprc,auroc
2,2,drop map,7,0.6222003182233428,0.938893779342723
2,2,drop temp_c,7,0.5286127385928767,0.881968896713615
2,2,drop gcs_total,7,0.5379187713369933,0.924662558685446
2,2,drop fio2,7,0.45149487314460734,0.913805751173709
2,2,drop glucose,7,0.6256367721697043,0.9523914319248827
2,2,post_discharge_realistic,22,0.33494373520212684,0.832012910798122
2,2,wrist_only_channels,50,0.43572890136113457,0.8813086854460094
2,3,none (baseline),0,0.40183483929240293,0.8394005847953216
2,3,drop hr,7,0.40515777422695265,0.8078947368421052
2,3,drop rr,7,0.3837466123809588,0.7798976608187134
2,3,drop spo2,7,0.30095636802937636,0.7842105263157895
2,3,drop sbp,7,0.35006616358533776,0.7851608187134501
2,3,drop map,7,0.3745688458814017,0.8147660818713451
2,3,drop temp_c,7,0.37297559062179286,0.8201754385964912
2,3,drop gcs_total,7,0.3602702637834482,0.8141812865497077
2,3,drop fio2,7,0.32165713546523056,0.8326754385964912
2,3,drop glucose,7,0.403206968196386,0.8407163742690059
2,3,post_discharge_realistic,22,0.23952344510731666,0.8114035087719298
2,3,wrist_only_channels,50,0.10228427228231095,0.550438596491228
2,4,none (baseline),0,0.6288124170862398,0.8436584651435266
2,4,drop hr,7,0.5985265022659575,0.831136496777973
2,4,drop rr,7,0.6172179433172208,0.8260837727006444
2,4,drop spo2,7,0.5890023785581798,0.8000146455770358
2,4,drop sbp,7,0.6023653631144611,0.8561804335090802
2,4,drop map,7,0.632719974103028,0.8695811364967779
2,4,drop temp_c,7,0.659159193496968,0.9124194493263035
2,4,drop gcs_total,7,0.5657950161543577,0.8851054481546574
2,4,drop fio2,7,0.534755838230009,0.7869068541300527
2,4,drop glucose,7,0.628708568986711,0.8628441710603397
2,4,post_discharge_realistic,22,0.46080394584846945,0.812829525483304
2,4,wrist_only_channels,50,0.4484056490985834,0.8072642062097246
3,0,none (baseline),0,0.42139642290667456,0.8458333333333333
3,0,drop hr,7,0.5301496533769308,0.8353801169590643
3,0,drop rr,7,0.4125442399275194,0.7819444444444444
3,0,drop spo2,7,0.4219340012417817,0.735891812865497
3,0,drop sbp,7,0.4726543423822574,0.8070906432748537
3,0,drop map,7,0.3911571328186306,0.8596491228070176
3,0,drop temp_c,7,0.45324774967117554,0.8496345029239766
3,0,drop gcs_total,7,0.45624320722392947,0.9023391812865498
3,0,drop fio2,7,0.26261129776504744,0.8269005847953217
3,0,drop glucose,7,0.4042750345745817,0.8277777777777778
3,0,post_discharge_realistic,22,0.3464865545847157,0.8578216374269007
3,0,wrist_only_channels,50,0.30732434312489904,0.6815058479532163
3,1,none (baseline),0,0.5071807284016808,0.7031786941580755
3,1,drop hr,7,0.5021961797234484,0.6484106529209622
3,1,drop rr,7,0.5028899898378951,0.6655927835051546
3,1,drop spo2,7,0.5041776781299041,0.720790378006873
3,1,drop sbp,7,0.48623267096330297,0.5861254295532646
3,1,drop map,7,0.4983770921185189,0.7336769759450172
3,1,drop temp_c,7,0.5068218403658459,0.7196449026345934
3,1,drop gcs_total,7,0.568392601943902,0.8381300114547537
3,1,drop fio2,7,0.4335618788970568,0.6909364261168385
3,1,drop glucose,7,0.5056241200994772,0.6722508591065292
3,1,post_discharge_realistic,22,0.3605222405728981,0.7157789232531501
3,1,wrist_only_channels,50,0.35848846762834347,0.6658433562428407
3,2,none (baseline),0,0.5637395291673701,0.9163732394366197
3,2,drop hr,7,0.5947676888112139,0.9109448356807511
3,2,drop rr,7,0.6000536413603649,0.9565727699530516
3,2,drop spo2,7,0.5293539976315544,0.9120451877934271
3,2,drop sbp,7,0.6242700887159061,0.9124853286384976
3,2,drop map,7,0.5656046527125467,0.8941461267605634
3,2,drop temp_c,7,0.5480051938128931,0.9252494131455399
