model,repeat,fold,auroc,auprc,n_test,n_pos_test
wrist_hr_rule,7,0,0.6753441710603398,0.07903230744874962,593,24
wrist_hr_rule,7,1,0.8431672494172494,0.37443355121997784,596,24
wrist_hr_rule,7,2,0.7402151935297516,0.22471069422469434,601,24
wrist_hr_rule,7,3,0.5817616959064327,0.061878056948902,594,24
wrist_hr_rule,7,4,0.47113981319322823,0.06265316348116037,595,24
wrist_hr_rule,8,0,0.6671044950379451,0.20401971553072526,595,24
wrist_hr_rule,8,1,0.7335160818713451,0.1741490993654465,594,24
wrist_hr_rule,8,2,0.7468281430219146,0.23566334255865395,602,24
wrist_hr_rule,8,3,0.6169449326303456,0.07191122259739388,593,24
wrist_hr_rule,8,4,0.6152583187390542,0.10995657965085126,595,24
wrist_hr_rule,9,0,0.8367384299941418,0.23600569142686761,593,24
wrist_hr_rule,9,1,0.8701950659781985,0.2851853187035553,605,24
wrist_hr_rule,9,2,0.6218176435760806,0.11337249152267051,587,24
wrist_hr_rule,9,3,0.49764011799410024,0.1080988582574472,589,24
wrist_hr_rule,9,4,0.42247561675272516,0.0339553088001482,605,24
wrist_hr_rule,10,0,0.7928082191780822,0.19617473585377043,608,24
wrist_hr_rule,10,1,0.7332668439716311,0.1763094670630633,588,24
wrist_hr_rule,10,2,0.900238301559792,0.46743156395324903,601,24
wrist_hr_rule,10,3,0.4324204946996466,0.03686815977075953,590,24
wrist_hr_rule,10,4,0.4233788145539906,0.03562349303144738,592,24
wrist_hr_rule,11,0,0.7892765410958904,0.19349146822973443,608,24
wrist_hr_rule,11,1,0.6915632387706856,0.12141382789823471,588,24
wrist_hr_rule,11,2,0.800837666088966,0.2410891833411763,601,24
wrist_hr_rule,11,3,0.5382435217903416,0.05412637582625367,590,24
wrist_hr_rule,11,4,0.5029342723004695,0.18386361146668767,592,24
wrist_hr_rule,12,0,0.7939040492957747,0.2579598052487456,592,24
wrist_hr_rule,12,1,0.7096284783895797,0.15844599899350875,587,24
