repeat,fold,kit,arm,auprc,auroc
3,3,watch_only,masked_at_inference,0.1403979738316838,0.5964181286549708
3,3,watch_only,dropout_trained,0.3016003168844395,0.7608187134502924
3,3,watch_plus_cuff,masked_at_inference,0.2508735462448102,0.7380116959064327
3,3,watch_plus_cuff,dropout_trained,0.3232197914189569,0.7625
3,3,full_home,masked_at_inference,0.26272315456279716,0.7597953216374269
3,3,full_home,dropout_trained,0.32037747850360015,0.763888888888889
3,4,icu_full,masked_at_inference,0.4995391930585729,0.8077035735207967
3,4,icu_full,dropout_trained,0.3966708691211184,0.8899384885764499
3,4,watch_only,masked_at_inference,0.2506263299961126,0.7542106033977738
3,4,watch_only,dropout_trained,0.2656668177898263,0.8723637961335676
3,4,watch_plus_cuff,masked_at_inference,0.2968237670077109,0.8517867603983597
3,4,watch_plus_cuff,dropout_trained,0.3083075754447424,0.8773432923257176
3,4,full_home,masked_at_inference,0.32394328447131426,0.8454159343878149
3,4,full_home,dropout_trained,0.3206318025602349,0.8759519625073229
4,0,icu_full,masked_at_inference,0.5082761242306721,0.8555222602739726
4,0,icu_full,dropout_trained,0.360308484404316,0.8060074200913241
4,0,watch_only,masked_at_inference,0.14190515465094938,0.5727739726027397
4,0,watch_only,dropout_trained,0.24845049457692336,0.796875
4,0,watch_plus_cuff,masked_at_inference,0.22348251873949243,0.7618436073059361
4,0,watch_plus_cuff,dropout_trained,0.2969499626046528,0.8027254566210046
4,0,full_home,masked_at_inference,0.23603533295932316,0.7772545662100456
4,0,full_home,dropout_trained,0.29654202220379544,0.7958761415525114
4,1,icu_full,masked_at_inference,0.5476820845262608,0.8720449172576832
4,1,icu_full,dropout_trained,0.4443737086092326,0.7975029550827423
4,1,watch_only,masked_at_inference,0.37189376233477706,0.7828014184397163
4,1,watch_only,dropout_trained,0.3845415737784869,0.7730865839243499
4,1,watch_plus_cuff,masked_at_inference,0.48929752770463936,0.8831264775413712
4,1,watch_plus_cuff,dropout_trained,0.3690428971377361,0.7677304964539007
4,1,full_home,masked_at_inference,0.4836505584514454,0.8735963356973996
4,1,full_home,dropout_trained,0.3703505580749016,0.7736406619385343
4,2,icu_full,masked_at_inference,0.4526707839833785,0.7817013287117274
4,2,icu_full,dropout_trained,0.31661030773224286,0.7043616406701328
