model,repeat,fold,auroc,auprc,n_test,n_pos_test
without index_stay,1,2,0.46153846153846156,0.293281490156061,49,10
without index_stay,1,3,0.7086247086247086,0.5161595076677159,50,11
without index_stay,1,4,0.4541666666666666,0.23981260378646552,52,12
without index_stay,2,0,0.6077235772357723,0.3261191634156964,53,12
without index_stay,2,1,0.6111111111111112,0.3651371074745688,51,12
without index_stay,2,2,0.6268292682926829,0.28452202944463006,51,10
without index_stay,2,3,0.5361111111111111,0.2082297611250188,49,9
without index_stay,2,4,0.4815789473684211,0.2097746914384211,48,10
without index_stay,3,0,0.47291666666666665,0.23467635499175749,52,12
without index_stay,3,1,0.5431818181818182,0.35428760708564455,51,11
without index_stay,3,2,0.46944444444444444,0.23270280166831891,49,9
without index_stay,3,3,0.532150776053215,0.3020159108144886,52,11
without index_stay,3,4,0.4,0.18073223083998946,48,10
without index_stay,4,0,0.605,0.2962951192299018,50,10
without index_stay,4,1,0.4868421052631579,0.28336643670487,48,10
without index_stay,4,2,0.5700000000000001,0.29395744344249325,50,10
without index_stay,4,3,0.73,0.4263884711779448,50,10
without index_stay,4,4,0.3302063789868668,0.18655489742381304,54,13
without index_stay,5,0,0.5975609756097561,0.2831571086932797,51,10
without index_stay,5,1,0.4166666666666667,0.2016605894335905,52,12
without index_stay,5,2,0.7464387464387464,0.4478004199060552,48,9
without index_stay,5,3,0.6565040650406504,0.4767231815771073,53,12
without index_stay,5,4,0.5710526315789475,0.3226402527012283,48,10
without index_stay,6,0,0.6596736596736597,0.45140433541503056,50,11
without index_stay,6,1,0.36991869918699183,0.19673044360268613,53,12
without index_stay,6,2,0.4975609756097561,0.29483708757702565,51,10
without index_stay,6,3,0.585,0.3310426700324398,50,10
without index_stay,6,4,0.513157894736842,0.24311535595746123,48,10
without index_stay,7,0,0.6525000000000001,0.3571112221112221,50,10
without index_stay,7,1,0.41944444444444445,0.1920954858664089,49,9
without index_stay,7,2,0.5975609756097562,0.32807343110879933,53,12
without index_stay,7,3,0.575,0.414109557459446,52,12
without index_stay,7,4,0.3973684210526316,0.18151124947177577,48,10
without index_stay,8,0,0.613157894736842,0.3029955518568371,48,10
without index_stay,8,1,0.3868421052631579,0.1809663239563421,48,10
without index_stay,8,2,0.5487179487179488,0.24078598116388816,49,10
without index_stay,8,3,0.6522727272727273,0.2919424133133811,51,11
without index_stay,8,4,0.5094696969696969,0.21876573804325408,56,12
without index_stay,9,0,0.7842105263157895,0.5535864135864136,48,10
without index_stay,9,1,0.5710955710955712,0.2474016508112618,50,11
without index_stay,9,2,0.6125,0.40358875043085574,50,10
without index_stay,9,3,0.6443089430894309,0.32308519938872904,53,12
without index_stay,9,4,0.4024390243902439,0.1743892704224739,51,10
without index_stay,10,0,0.5631929046563193,0.45369383013946674,52,11
without index_stay,10,1,0.635,0.2930351511233864,50,10
without index_stay,10,2,0.5059523809523809,0.22536375664291652,54,12
without index_stay,10,3,0.43157894736842106,0.18793110492313875,48,10
without index_stay,10,4,0.4526315789473684,0.20707902765777836,48,10
without index_stay,11,0,0.401330376940133,0.18166842553275497,52,11
without index_stay,11,1,0.6657894736842106,0.4050415954748432,48,10
without index_stay,11,2,0.518783542039356,0.40165273472965785,56,13
without index_stay,11,3,0.4736842105263158,0.23488128530230049,48,10
without index_stay,11,4,0.4301994301994302,0.1751486963918073,48,9
without index_stay,12,0,0.6051282051282052,0.25673663920466994,49,10
without index_stay,12,1,0.605,0.510871958981775,50,10
without index_stay,12,2,0.4532520325203252,0.21366445315628066,53,12
without index_stay,12,3,0.54,0.26462127219631826,50,10
without index_stay,12,4,0.4545454545454546,0.2034379424683332,50,11
without index_stay,13,0,0.5219512195121951,0.20373741989616673,51,10
without index_stay,13,1,0.5238095238095238,0.2899569686494239,54,12
without index_stay,13,2,0.7025641025641026,0.4283701464775634,49,10
without index_stay,13,3,0.4027027027027027,0.18478964333089637,47,10
without index_stay,13,4,0.5181818181818182,0.27602321103253824,51,11
without index_stay,14,0,0.7350427350427351,0.4076633892423366,48,9
without index_stay,14,1,0.6795454545454546,0.4958514854787417,51,11
without index_stay,14,2,0.5714285714285714,0.32013697164029253,53,11
without index_stay,14,3,0.36250000000000004,0.1887250589169683,52,12
without index_stay,14,4,0.39736842105263165,0.18255565156471304,48,10
without index_stay,15,0,0.5634146341463414,0.3506787925336312,51,10
without index_stay,15,1,0.551923076923077,0.3728619899248363,53,13
without index_stay,15,2,0.4230769230769231,0.19320567277334194,49,10
without index_stay,15,3,0.475,0.17978421576327633,49,9
without index_stay,15,4,0.3543123543123543,0.1767941053850907,50,11
without index_stay,16,0,0.5775,0.39299050533704105,50,10
without index_stay,16,1,0.5138888888888888,0.235182346211758,54,12
without index_stay,16,2,0.6190476190476191,0.3357610066700976,53,11
without index_stay,16,3,0.46842105263157896,0.20967689441508341,48,10
without index_stay,16,4,0.4837837837837837,0.210751640832286,47,10
without index_stay,17,0,0.503968253968254,0.22779255097897494,54,12
without index_stay,17,1,0.49857549857549854,0.21614400846322113,48,9
without index_stay,17,2,0.635,0.30062886848601134,50,10
without index_stay,17,3,0.44473684210526315,0.1997103409875149,48,10
without index_stay,17,4,0.5833333333333334,0.35647418164329586,52,12
without index_stay,18,0,0.6195121951219512,0.4003446168926045,51,10
without index_stay,18,1,0.40337711069418386,0.2094706334586442,54,13
without index_stay,18,2,0.6368421052631579,0.3716821731981915,48,10
without index_stay,18,3,0.6538461538461537,0.4326208362132732,49,10
without index_stay,18,4,0.45999999999999996,0.21364516648032783,50,10
without index_stay,19,0,0.7538461538461538,0.4466735500946027,49,10
without index_stay,19,1,0.5528455284552846,0.2910601986272813,53,12
without index_stay,19,2,0.44634146341463415,0.2785666772252138,51,10
without index_stay,19,3,0.5025641025641026,0.24889063451075072,49,10
without index_stay,19,4,0.34265734265734266,0.1751261350807896,50,11
without disposition,0,0,0.5195121951219512,0.28511624965341653,51,10
without disposition,0,1,0.5025641025641026,0.24568296414382218,49,10
without disposition,0,2,0.49750000000000005,0.2362327658346876,50,10
without disposition,0,3,0.44918699186991873,0.21483312282153816,53,12
without disposition,0,4,0.5334928229665071,0.3893946973681193,49,11
without disposition,1,0,0.5675,0.23673332688188375,50,10
without disposition,1,1,0.526829268292683,0.2441782115743074,51,10
without disposition,1,2,0.4307692307692308,0.24923771022608232,49,10
without disposition,1,3,0.7132867132867132,0.4356899181331478,50,11
without disposition,1,4,0.5125,0.23750314514454504,52,12
without disposition,2,0,0.5447154471544715,0.34321045767500796,53,12
without disposition,2,1,0.5897435897435898,0.3323949807191159,51,12
without disposition,2,2,0.5560975609756098,0.25120637615544233,51,10
without disposition,2,3,0.5027777777777778,0.1892340852538945,49,9
without disposition,2,4,0.45,0.20062322815672606,48,10
without disposition,3,0,0.44375,0.2174835308800523,52,12
without disposition,3,1,0.5545454545454546,0.4599122982126935,51,11
without disposition,3,2,0.5111111111111111,0.29800523977777454,49,9
without disposition,3,3,0.458980044345898,0.21450688036773854,52,11
without disposition,3,4,0.35526315789473684,0.1730546490399652,48,10
without disposition,4,0,0.40249999999999997,0.17302031686275382,50,10
without disposition,4,1,0.42105263157894735,0.19917474102957974,48,10
without disposition,4,2,0.5775,0.2790785999398739,50,10
without disposition,4,3,0.74,0.3836370851370851,50,10
without disposition,4,4,0.3939962476547843,0.21534317988357127,54,13
without disposition,5,0,0.6097560975609756,0.28936674049464745,51,10
without disposition,5,1,0.43749999999999994,0.20688162927468678,52,12
without disposition,5,2,0.6666666666666666,0.26263277772565696,48,9
without disposition,5,3,0.6686991869918699,0.4035011092772439,53,12
without disposition,5,4,0.6078947368421053,0.3703689091915836,48,10
without disposition,6,0,0.6107226107226108,0.46030568684718887,50,11
without disposition,6,1,0.43902439024390244,0.2127230018432811,53,12
without disposition,6,2,0.4878048780487805,0.23715219979538865,51,10
without disposition,6,3,0.5225,0.21208210308210307,50,10
without disposition,6,4,0.4473684210526316,0.21201035374601934,48,10
without disposition,7,0,0.63,0.3526192827320471,50,10
without disposition,7,1,0.3833333333333333,0.16341403458344214,49,9
without disposition,7,2,0.5548780487804879,0.27180923789054406,53,12
without disposition,7,3,0.6416666666666666,0.43620006430351255,52,12
without disposition,7,4,0.41315789473684217,0.18471617142188385,48,10
without disposition,8,0,0.6289473684210527,0.31324219640009116,48,10
without disposition,8,1,0.3236842105263158,0.16252840606855462,48,10
without disposition,8,2,0.5564102564102564,0.24437253342052104,49,10
without disposition,8,3,0.49772727272727274,0.22579821138262698,51,11
without disposition,8,4,0.5113636363636364,0.21820416991935343,56,12
without disposition,9,0,0.7,0.42460786850972276,48,10
without disposition,9,1,0.5361305361305362,0.24234132212393084,50,11
without disposition,9,2,0.5875,0.25862318579067345,50,10
without disposition,9,3,0.6483739837398375,0.35683779909797353,53,12
without disposition,9,4,0.3365853658536585,0.15551524083198967,51,10
without disposition,10,0,0.5521064301552107,0.47308137814066675,52,11
without disposition,10,1,0.655,0.2955709663529794,50,10
without disposition,10,2,0.47420634920634924,0.21731470028703684,54,12
without disposition,10,3,0.4368421052631579,0.19704697261884513,48,10
without disposition,10,4,0.4447368421052631,0.3047267274339499,48,10
without disposition,11,0,0.3414634146341463,0.1676665762226402,52,11
without disposition,11,1,0.7052631578947369,0.48031651922956264,48,10
without disposition,11,2,0.5778175313059033,0.43841989119716107,56,13
without disposition,11,3,0.32105263157894737,0.16397651624751897,48,10
without disposition,11,4,0.45014245014245013,0.18090093967286952,48,9
without disposition,12,0,0.5974358974358974,0.2551120984278879,49,10
without disposition,12,1,0.5125,0.30870857992319733,50,10
without disposition,12,2,0.467479674796748,0.2309913281499857,53,12
without disposition,12,3,0.5449999999999999,0.3182537675591758,50,10
without disposition,12,4,0.5081585081585082,0.2552847837002372,50,11
without disposition,13,0,0.47317073170731705,0.1914783037256116,51,10
without disposition,13,1,0.46230158730158727,0.21184014447857988,54,12
without disposition,13,2,0.7000000000000001,0.3665161227661228,49,10
without disposition,13,3,0.4297297297297297,0.2095209655546891,47,10
without disposition,13,4,0.525,0.2896996448858012,51,11
without disposition,14,0,0.6495726495726496,0.4707257762813318,48,9
without disposition,14,1,0.6409090909090909,0.35789494039494046,51,11
without disposition,14,2,0.551948051948052,0.2308163978269984,53,11
without disposition,14,3,0.39166666666666666,0.2008717942101761,52,12
without disposition,14,4,0.3973684210526316,0.1844207313418479,48,10
without disposition,15,0,0.5780487804878048,0.23497981063770537,51,10
without disposition,15,1,0.48461538461538467,0.2541416906227188,53,13
without disposition,15,2,0.4025641025641026,0.1822877796337717,49,10
without disposition,15,3,0.4555555555555556,0.17440156952352076,49,9
without disposition,15,4,0.37296037296037293,0.1821156710772977,50,11
without disposition,16,0,0.48,0.20286107762793557,50,10
without disposition,16,1,0.5138888888888888,0.23423280855929313,54,12
without disposition,16,2,0.6233766233766235,0.3158633947035201,53,11
without disposition,16,3,0.5578947368421052,0.2474574037074037,48,10
without disposition,16,4,0.4837837837837838,0.21528278220553262,47,10
without disposition,17,0,0.4920634920634921,0.214094299770288,54,12
without disposition,17,1,0.49572649572649574,0.1981405677554282,48,9
without disposition,17,2,0.585,0.2516382662744892,50,10
without disposition,17,3,0.43947368421052635,0.24327654161145623,48,10
without disposition,17,4,0.5625,0.26986702059492473,52,12
without disposition,18,0,0.575609756097561,0.2487518494938833,51,10
without disposition,18,1,0.45028142589118203,0.22378284391367215,54,13
without disposition,18,2,0.6210526315789474,0.3347737447737448,48,10
without disposition,18,3,0.6205128205128206,0.34320063150708313,49,10
without disposition,18,4,0.4125,0.19027016761091584,50,10
without disposition,19,0,0.676923076923077,0.34826815826815827,49,10
without disposition,19,1,0.5264227642276423,0.24279218311253914,53,12
without disposition,19,2,0.45365853658536587,0.27574582988875773,51,10
without disposition,19,3,0.4128205128205128,0.1802703515240461,49,10
without disposition,19,4,0.3613053613053613,0.17836979999166605,50,11
without history,0,0,0.47804878048780486,0.19043018385123645,51,10
without history,0,1,0.5461538461538461,0.25374296536796537,49,10
without history,0,2,0.5625,0.24639180710989222,50,10
without history,0,3,0.3821138211382114,0.19365235900274577,53,12
without history,0,4,0.5406698564593302,0.3875707445416072,49,11
without history,1,0,0.61,0.31282828282828284,50,10
without history,1,1,0.5365853658536586,0.30418053823586394,51,10
without history,1,2,0.46153846153846156,0.2198918120543632,49,10
without history,1,3,0.7459207459207459,0.6088870021121543,50,11
without history,1,4,0.49166666666666664,0.22702734988131207,52,12
without history,2,0,0.6565040650406504,0.4567192644778851,53,12
without history,2,1,0.6645299145299145,0.4181400385347754,51,12
without history,2,2,0.6121951219512195,0.25402725977725976,51,10
without history,2,3,0.5166666666666667,0.19614327212366428,49,9
without history,2,4,0.4776315789473684,0.21252763201039063,48,10
without history,3,0,0.5562499999999999,0.26059766835628906,52,12
without history,3,1,0.5522727272727272,0.3911691466221974,51,11
without history,3,2,0.5555555555555555,0.3224677274586045,49,9
without history,3,3,0.4878048780487805,0.2156806567176143,52,11
without history,3,4,0.42105263157894735,0.19037826907392125,48,10
without history,4,0,0.35750000000000004,0.16337172337172337,50,10
without history,4,1,0.5197368421052633,0.25486328683137194,48,10
without history,4,2,0.65,0.30019730021328483,50,10
without history,4,3,0.6875,0.3945173055502003,50,10
without history,4,4,0.3705440900562852,0.20040082593345,54,13
without history,5,0,0.4926829268292683,0.19945572256718908,51,10
without history,5,1,0.39999999999999997,0.19793127655179776,52,12
without history,5,2,0.6125356125356126,0.23188988363948415,48,9
without history,5,3,0.6117886178861789,0.4293774466856685,53,12
without history,5,4,0.6684210526315789,0.4122791662951846,48,10
without history,6,0,0.655011655011655,0.46036877560941736,50,11
without history,6,1,0.491869918699187,0.23326718000032964,53,12
without history,6,2,0.524390243902439,0.2170997864305487,51,10
without history,6,3,0.5225,0.20781642616452842,50,10
without history,6,4,0.4815789473684211,0.22894946928668514,48,10
without history,7,0,0.7025,0.39910425101214575,50,10
without history,7,1,0.44722222222222224,0.27405053406225616,49,9
without history,7,2,0.6077235772357723,0.3488255471045326,53,12
without history,7,3,0.65,0.32347486955472443,52,12
without history,7,4,0.40789473684210525,0.18354404814951716,48,10
without history,8,0,0.6131578947368421,0.31611638368335626,48,10
without history,8,1,0.3092105263157895,0.16012336508968875,48,10
without history,8,2,0.6564102564102564,0.35042093871041236,49,10
without history,8,3,0.6136363636363636,0.30185426612498284,51,11
without history,8,4,0.509469696969697,0.2292314127464773,56,12
without history,9,0,0.7684210526315789,0.5774432497013142,48,10
without history,9,1,0.4883449883449883,0.22004540287788368,50,11
without history,9,2,0.5800000000000001,0.2600432183881809,50,10
without history,9,3,0.676829268292683,0.3473756096038705,53,12
without history,9,4,0.4585365853658536,0.20369360978339154,51,10
without history,10,0,0.532150776053215,0.3882426030387337,52,11
without history,10,1,0.6825,0.3670310245310245,50,10
without history,10,2,0.4821428571428571,0.24028988571510154,54,12
without history,10,3,0.4342105263157895,0.21411954965915786,48,10
without history,10,4,0.513157894736842,0.40726735844284934,48,10
without history,11,0,0.4190687361419069,0.18556639178271,52,11
without history,11,1,0.7236842105263157,0.480296676650977,48,10
without history,11,2,0.5849731663685152,0.45181304458734894,56,13
without history,11,3,0.3605263157894737,0.1725473897107924,48,10
without history,11,4,0.48148148148148145,0.20508594719121034,48,9
without history,12,0,0.641025641025641,0.3126023148018033,49,10
without history,12,1,0.4825,0.2398794473385119,50,10
without history,12,2,0.5101626016260162,0.299945821393653,53,12
without history,12,3,0.5475,0.23158188810934804,50,10
without history,12,4,0.4836829836829837,0.2709621493576594,50,11
without history,13,0,0.4024390243902439,0.16944153944855206,51,10
without history,13,1,0.4523809523809524,0.20447568801916888,54,12
without history,13,2,0.7153846153846154,0.48652140698176505,49,10
without history,13,3,0.40810810810810805,0.21259319936187385,47,10
without history,13,4,0.5659090909090909,0.3444159993079599,51,11
without history,14,0,0.6638176638176638,0.5279354636591479,48,9
without history,14,1,0.6772727272727272,0.4017057942057942,51,11
without history,14,2,0.49999999999999994,0.20574491182549454,53,11
without history,14,3,0.42187500000000006,0.20895091715267156,52,12
without history,14,4,0.35526315789473684,0.1744967700958331,48,10
without history,15,0,0.624390243902439,0.3211049511049511,51,10
without history,15,1,0.5576923076923077,0.3323721743741961,53,13
without history,15,2,0.42820512820512824,0.1889063921731043,49,10
without history,15,3,0.5194444444444445,0.22635303628557002,49,9
without history,15,4,0.37529137529137524,0.18148347839374038,50,11
without history,16,0,0.46499999999999997,0.18886400772430184,50,10
without history,16,1,0.5079365079365079,0.23356911671780195,54,12
without history,16,2,0.6125541125541125,0.3766930031745507,53,11
without history,16,3,0.6026315789473684,0.26417295070520874,48,10
without history,16,4,0.40405405405405403,0.1868752669758862,47,10
without history,17,0,0.5476190476190477,0.238253622465042,54,12
without history,17,1,0.47578347578347574,0.18723257473257474,48,9
without history,17,2,0.555,0.2694368619495954,50,10
without history,17,3,0.4592105263157895,0.24254645013896486,48,10
without history,17,4,0.5958333333333333,0.3963530610738057,52,12
without history,18,0,0.6146341463414634,0.26783357729368185,51,10
without history,18,1,0.3433395872420263,0.19204204693806626,54,13
without history,18,2,0.6342105263157894,0.3411951670620401,48,10
without history,18,3,0.6794871794871795,0.5428530832622903,49,10
without history,18,4,0.5325,0.4493800286071875,50,10
without history,19,0,0.6589743589743591,0.4309097048175996,49,10
without history,19,1,0.6056910569105691,0.2763001199516676,53,12
without history,19,2,0.5097560975609756,0.29824188183431877,51,10
without history,19,3,0.47692307692307695,0.19642425582080755,49,10
without history,19,4,0.4125874125874126,0.19421242848806664,50,11
without comorbidity,0,0,0.4902439024390244,0.20049022727816435,51,10
without comorbidity,0,1,0.517948717948718,0.25063386644980573,49,10
without comorbidity,0,2,0.4975,0.24981970131887044,50,10
without comorbidity,0,3,0.3536585365853659,0.18533183925522323,53,12
without comorbidity,0,4,0.5550239234449761,0.3799694444835641,49,11
without comorbidity,1,0,0.5375,0.22405704981610577,50,10
without comorbidity,1,1,0.526829268292683,0.23901740901740903,51,10
without comorbidity,1,2,0.46923076923076923,0.2676148260713264,49,10
without comorbidity,1,3,0.7226107226107226,0.39666591469691115,50,11
without comorbidity,1,4,0.41875,0.20730710675962927,52,12
without comorbidity,2,0,0.5853658536585366,0.29056998572507586,53,12
without comorbidity,2,1,0.6111111111111112,0.3217759741571269,51,12
without comorbidity,2,2,0.6439024390243903,0.34938267614738205,51,10
without comorbidity,2,3,0.4972222222222222,0.18902148857917941,49,9
without comorbidity,2,4,0.47105263157894733,0.20778506625517712,48,10
without comorbidity,3,0,0.54375,0.2914471101081008,52,12
without comorbidity,3,1,0.5454545454545453,0.3495343432039575,51,11
without comorbidity,3,2,0.41388888888888886,0.20751092146440986,49,9
without comorbidity,3,3,0.4789356984478936,0.2099384696335201,52,11
without comorbidity,3,4,0.3315789473684211,0.16618007834348103,48,10
without comorbidity,4,0,0.4325,0.18194983034473064,50,10
without comorbidity,4,1,0.5236842105263158,0.25232748265104177,48,10
without comorbidity,4,2,0.5800000000000001,0.32318286684441166,50,10
without comorbidity,4,3,0.735,0.3808585245164192,50,10
without comorbidity,4,4,0.4277673545966229,0.2413775500113886,54,13
without comorbidity,5,0,0.6024390243902439,0.29851456607554167,51,10
without comorbidity,5,1,0.42500000000000004,0.20371659741631326,52,12
without comorbidity,5,2,0.6581196581196581,0.2871593412972724,48,9
without comorbidity,5,3,0.6544715447154472,0.3978491347956682,53,12
without comorbidity,5,4,0.6184210526315789,0.3662125155761043,48,10
without comorbidity,6,0,0.585081585081585,0.3239746881660935,50,11
without comorbidity,6,1,0.4247967479674797,0.21555658873088376,53,12
without comorbidity,6,2,0.5048780487804878,0.2456954620084833,51,10
without comorbidity,6,3,0.6499999999999999,0.35162778398072514,50,10
without comorbidity,6,4,0.3815789473684211,0.19033120435497344,48,10
without comorbidity,7,0,0.6125,0.287024193602328,50,10
without comorbidity,7,1,0.3972222222222222,0.1623560180598011,49,9
without comorbidity,7,2,0.5487804878048781,0.2702717609694354,53,12
without comorbidity,7,3,0.6520833333333333,0.33755638470031274,52,12
without comorbidity,7,4,0.33157894736842103,0.16906890667882263,48,10
without comorbidity,8,0,0.5552631578947369,0.24408465098120274,48,10
without comorbidity,8,1,0.2894736842105263,0.24279342666204148,48,10
without comorbidity,8,2,0.6282051282051282,0.29589095657013614,49,10
without comorbidity,8,3,0.5590909090909091,0.28317941317941314,51,11
without comorbidity,8,4,0.509469696969697,0.2196685042497453,56,12
without comorbidity,9,0,0.6894736842105262,0.33660752646046765,48,10
without comorbidity,9,1,0.4055944055944056,0.19541408862232562,50,11
without comorbidity,9,2,0.5275,0.2435116150623605,50,10
without comorbidity,9,3,0.6402439024390243,0.3575326292261777,53,12
without comorbidity,9,4,0.3268292682926829,0.15543244129206485,51,10
without comorbidity,10,0,0.541019955654102,0.3973157064355072,52,11
without comorbidity,10,1,0.765,0.4784762675195302,50,10
without comorbidity,10,2,0.4206349206349207,0.19615377279995727,54,12
without comorbidity,10,3,0.3157894736842105,0.1622784699958613,48,10
without comorbidity,10,4,0.4578947368421053,0.23951571219031903,48,10
without comorbidity,11,0,0.37250554323725055,0.1742167226121254,52,11
without comorbidity,11,1,0.7552631578947369,0.5109597927746194,48,10
without comorbidity,11,2,0.5742397137745975,0.4053987740924416,56,13
without comorbidity,11,3,0.3131578947368421,0.16573709358017868,48,10
without comorbidity,11,4,0.45868945868945865,0.1904574292443998,48,9
without comorbidity,12,0,0.6333333333333333,0.26554903302317096,49,10
without comorbidity,12,1,0.61,0.45200411440752697,50,10
without comorbidity,12,2,0.47560975609756095,0.2443663577824729,53,12
without comorbidity,12,3,0.525,0.25676705734580807,50,10
without comorbidity,12,4,0.4289044289044289,0.2322222151363345,50,11
without comorbidity,13,0,0.43902439024390244,0.17793440121251358,51,10
without comorbidity,13,1,0.45634920634920634,0.2152523056370599,54,12
without comorbidity,13,2,0.7307692307692307,0.47862879843505024,49,10
without comorbidity,13,3,0.37297297297297294,0.19627360911399816,47,10
without comorbidity,13,4,0.5227272727272727,0.24252116951849972,51,11
without comorbidity,14,0,0.6381766381766383,0.31282434608521564,48,9
without comorbidity,14,1,0.6954545454545454,0.41179447300728766,51,11
without comorbidity,14,2,0.5476190476190476,0.2294438873636775,53,11
without comorbidity,14,3,0.49374999999999997,0.2687249140885236,52,12
without comorbidity,14,4,0.4263157894736842,0.2023476760992667,48,10
without comorbidity,15,0,0.526829268292683,0.21184151618362146,51,10
without comorbidity,15,1,0.47692307692307695,0.26324941057649526,53,13
without comorbidity,15,2,0.39487179487179486,0.18022833018338458,49,10
without comorbidity,15,3,0.4277777777777778,0.1662408860164821,49,9
without comorbidity,15,4,0.31701631701631705,0.17079005904112488,50,11
without comorbidity,16,0,0.4525,0.20317761265477216,50,10
without comorbidity,16,1,0.46230158730158727,0.2108077485380117,54,12
without comorbidity,16,2,0.6558441558441559,0.37161341332464326,53,11
without comorbidity,16,3,0.5631578947368421,0.2428459078555643,48,10
without comorbidity,16,4,0.44594594594594594,0.2115142382406489,47,10
without comorbidity,17,0,0.46825396825396826,0.22265558936286073,54,12
without comorbidity,17,1,0.5441595441595442,0.2551540472477063,48,9
without comorbidity,17,2,0.625,0.4240364047716989,50,10
without comorbidity,17,3,0.41578947368421054,0.26733896271686974,48,10
without comorbidity,17,4,0.60625,0.29998477907066406,52,12
without comorbidity,18,0,0.551219512195122,0.27084472273807236,51,10
without comorbidity,18,1,0.4277673545966229,0.21440257927701706,54,13
without comorbidity,18,2,0.5947368421052631,0.3389947797300738,48,10
without comorbidity,18,3,0.6615384615384615,0.38711412151067326,49,10
without comorbidity,18,4,0.475,0.23308226495726497,50,10
without comorbidity,19,0,0.6384615384615384,0.2832660640013581,49,10
without comorbidity,19,1,0.5121951219512195,0.2412538711184598,53,12
without comorbidity,19,2,0.47560975609756095,0.2860500671114482,51,10
without comorbidity,19,3,0.41538461538461535,0.18203292305016586,49,10
without comorbidity,19,4,0.3146853146853147,0.16848810553139745,50,11
without diagnosis,0,0,0.4878048780487805,0.27517921697725345,51,10
without diagnosis,0,1,0.48461538461538467,0.2521235265916117,49,10
without diagnosis,0,2,0.49,0.24117158813672096,50,10
without diagnosis,0,3,0.4268292682926829,0.2139106270741852,53,12
without diagnosis,0,4,0.5215311004784688,0.33775092305228493,49,11
without diagnosis,1,0,0.5549999999999999,0.2390918354521296,50,10
without diagnosis,1,1,0.551219512195122,0.2984373695187038,51,10
without diagnosis,1,2,0.44102564102564107,0.35678826814902764,49,10
without diagnosis,1,3,0.7296037296037297,0.46260505943447827,50,11
without diagnosis,1,4,0.43333333333333335,0.21617127766170344,52,12
without diagnosis,2,0,0.6951219512195123,0.4496176153980406,53,12
without diagnosis,2,1,0.6538461538461539,0.39527264327014017,51,12
without diagnosis,2,2,0.6365853658536585,0.34782923217133743,51,10
without diagnosis,2,3,0.46388888888888885,0.1769094499166963,49,9
without diagnosis,2,4,0.5026315789473684,0.2269843696673382,48,10
without diagnosis,3,0,0.6020833333333333,0.32063527252555013,52,12
without diagnosis,3,1,0.5636363636363636,0.4431899044630099,51,11
without diagnosis,3,2,0.525,0.1967140954860253,49,9
without diagnosis,3,3,0.4611973392461197,0.19861464440707077,52,11
without diagnosis,3,4,0.35789473684210527,0.17363616822375333,48,10
without diagnosis,4,0,0.37,0.16540626040626039,50,10
without diagnosis,4,1,0.5210526315789474,0.2628916354147856,48,10
without diagnosis,4,2,0.59,0.3302795637289105,50,10
without diagnosis,4,3,0.735,0.3613708685950065,50,10
without diagnosis,4,4,0.4390243902439024,0.2390817395165221,54,13
without diagnosis,5,0,0.7195121951219512,0.5960582633524354,51,10
without diagnosis,5,1,0.4708333333333333,0.22834788960439373,52,12
without diagnosis,5,2,0.6267806267806267,0.2765453065453065,48,9
without diagnosis,5,3,0.5955284552845528,0.294866486165026,53,12
without diagnosis,5,4,0.5973684210526315,0.3638262660639291,48,10
without diagnosis,6,0,0.5804195804195804,0.3864576762043537,50,11
without diagnosis,6,1,0.4674796747967479,0.2181942130300396,53,12
without diagnosis,6,2,0.47073170731707314,0.199421039066119,51,10
without diagnosis,6,3,0.63,0.34420814051848536,50,10
without diagnosis,6,4,0.5447368421052632,0.2602389639346161,48,10
without diagnosis,7,0,0.6375,0.3003767018006148,50,10
without diagnosis,7,1,0.44999999999999996,0.28315604016225726,49,9
without diagnosis,7,2,0.5711382113821137,0.32107749118693035,53,12
without diagnosis,7,3,0.6291666666666667,0.43855619645093324,52,12
without diagnosis,7,4,0.43421052631578944,0.21486126811991813,48,10
without diagnosis,8,0,0.5447368421052632,0.2351766376634531,48,10
without diagnosis,8,1,0.39473684210526316,0.18650615546985783,48,10
without diagnosis,8,2,0.6102564102564103,0.276093646708783,49,10
without diagnosis,8,3,0.6068181818181819,0.2757042581566895,51,11
without diagnosis,8,4,0.5227272727272727,0.23154998088985362,56,12
without diagnosis,9,0,0.6657894736842105,0.47563441491130276,48,10
without diagnosis,9,1,0.5291375291375291,0.2347390222634777,50,11
without diagnosis,9,2,0.54,0.23040092115302493,50,10
without diagnosis,9,3,0.7052845528455285,0.3609789346267458,53,12
without diagnosis,9,4,0.46585365853658534,0.20968513302756997,51,10
without diagnosis,10,0,0.5476718403547671,0.42135405280586935,52,11
without diagnosis,10,1,0.6325000000000001,0.278490519284637,50,10
without diagnosis,10,2,0.44642857142857145,0.2079291168034378,54,12
without diagnosis,10,3,0.4421052631578947,0.1937422589450453,48,10
without diagnosis,10,4,0.47631578947368425,0.2520890599733531,48,10
without diagnosis,11,0,0.40133037694013307,0.18354667601367816,52,11
without diagnosis,11,1,0.6394736842105263,0.3233147856701503,48,10
without diagnosis,11,2,0.6082289803220036,0.3969431043501654,56,13
without diagnosis,11,3,0.37894736842105264,0.18286791511907013,48,10
without diagnosis,11,4,0.4700854700854701,0.19716536994849057,48,9
without diagnosis,12,0,0.6333333333333333,0.2753669959211754,49,10
